Day,Mesure,Method
866,1,perc.length2
866,1,perc.length2
866,0,perc.length2
866,0,perc.length2
866,1,perc.length2
866,1,perc.length2
866,1,perc.length2
866,1,perc.length2
866,1,perc.length2
866,1,perc.length2
866,1,perc.length2
866,0,perc.length2
866,1,perc.length2
866,1,perc.length2
866,0,perc.length2
867,1,perc.length2
867,1,perc.length2
867,0,perc.length2
867,0,perc.length2
867,0,perc.length2
867,0,perc.length2
867,1,perc.length2
867,1,perc.length2
867,1,perc.length2
867,1,perc.length2
867,0,perc.length2
867,1,perc.length2
867,1,perc.length2
867,1,perc.length2
867,1,perc.length2
867,1,perc.length2
867,1,perc.length2
867,0,perc.length2
867,1,perc.length2
867,1,perc.length2
867,1,perc.length2
867,1,perc.length2
867,1,perc.length2
867,1,perc.length2
867,1,perc.length2
867,1,perc.length2
867,1,perc.length2
867,1,perc.length2
869,1,perc.length2
870,0,perc.length2
870,1,perc.length2
870,1,perc.length2
870,0,perc.length2
870,0,perc.length2
870,0,perc.length2
870,0,perc.length2
870,0,perc.length2
870,1,perc.length2
870,0,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,0,perc.length2
870,1,perc.length2
870,1,perc.length2
870,0,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,1,perc.length2
870,0,perc.length2
870,0,perc.length2
870,0,perc.length2
873,1,perc.length2
873,1,perc.length2
873,1,perc.length2
873,1,perc.length2
873,1,perc.length2
873,1,perc.length2
873,1,perc.length2
873,1,perc.length2
873,1,perc.length2
873,0,perc.length2
873,1,perc.length2
873,0,perc.length2
873,1,perc.length2
873,1,perc.length2
873,1,perc.length2
873,1,perc.length2
873,1,perc.length2
873,1,perc.length2
874,0,perc.length2
874,1,perc.length2
874,0,perc.length2
874,1,perc.length2
874,0,perc.length2
874,1,perc.length2
874,1,perc.length2
874,0,perc.length2
874,1,perc.length2
874,1,perc.length2
874,0,perc.length2
874,1,perc.length2
874,1,perc.length2
874,1,perc.length2
874,0,perc.length2
874,1,perc.length2
874,1,perc.length2
874,1,perc.length2
874,0,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,0,perc.length2
875,1,perc.length2
875,0,perc.length2
875,1,perc.length2
875,0,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,0,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,0,perc.length2
875,0,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,1,perc.length2
875,0,perc.length2
875,0,perc.length2
875,0,perc.length2
880,1,perc.length2
880,1,perc.length2
880,1,perc.length2
880,1,perc.length2
880,1,perc.length2
880,1,perc.length2
880,1,perc.length2
880,0,perc.length2
880,1,perc.length2
880,1,perc.length2
880,1,perc.length2
880,1,perc.length2
880,1,perc.length2
880,1,perc.length2
880,1,perc.length2
880,0,perc.length2
881,1,perc.length2
881,1,perc.length2
881,1,perc.length2
881,0,perc.length2
881,1,perc.length2
881,1,perc.length2
881,1,perc.length2
881,1,perc.length2
881,1,perc.length2
881,1,perc.length2
881,1,perc.length2
881,1,perc.length2
881,1,perc.length2
881,0,perc.length2
881,0,perc.length2
881,1,perc.length2
881,0,perc.length2
881,1,perc.length2
884,1,perc.length2
884,0,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,0,perc.length2
884,0,perc.length2
884,0,perc.length2
884,0,perc.length2
884,0,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,1,perc.length2
884,0,perc.length2
887,1,perc.length2
887,1,perc.length2
887,0,perc.length2
887,0,perc.length2
887,1,perc.length2
887,0,perc.length2
887,0,perc.length2
887,1,perc.length2
887,0,perc.length2
887,0,perc.length2
887,0,perc.length2
887,0,perc.length2
887,1,perc.length2
887,1,perc.length2
887,1,perc.length2
887,0,perc.length2
887,0,perc.length2
887,1,perc.length2
887,1,perc.length2
887,1,perc.length2
887,1,perc.length2
887,1,perc.length2
887,0,perc.length2
887,1,perc.length2
887,1,perc.length2
887,1,perc.length2
887,1,perc.length2
887,1,perc.length2
887,1,perc.length2
887,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,0,perc.length2
888,1,perc.length2
888,0,perc.length2
888,0,perc.length2
888,0,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,0,perc.length2
888,0,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,1,perc.length2
888,0,perc.length2
888,1,perc.length2
908,1,perc.length2
908,1,perc.length2
908,0,perc.length2
908,0,perc.length2
908,1,perc.length2
908,1,perc.length2
908,0,perc.length2
908,1,perc.length2
908,1,perc.length2
908,1,perc.length2
908,1,perc.length2
908,1,perc.length2
908,1,perc.length2
908,0,perc.length2
908,0,perc.length2
908,1,perc.length2
908,1,perc.length2
908,1,perc.length2
908,1,perc.length2
908,1,perc.length2
908,1,perc.length2
908,1,perc.length2
908,1,perc.length2
909,1,perc.length2
909,1,perc.length2
909,0,perc.length2
909,0,perc.length2
909,1,perc.length2
909,1,perc.length2
909,1,perc.length2
909,1,perc.length2
909,1,perc.length2
909,1,perc.length2
909,1,perc.length2
909,1,perc.length2
909,1,perc.length2
909,1,perc.length2
910,1,perc.length2
910,0,perc.length2
910,1,perc.length2
910,1,perc.length2
910,1,perc.length2
910,1,perc.length2
912,1,perc.length2
912,1,perc.length2
912,1,perc.length2
912,1,perc.length2
912,1,perc.length2
912,0,perc.length2
912,0,perc.length2
912,0,perc.length2
912,1,perc.length2
912,1,perc.length2
912,1,perc.length2
912,1,perc.length2
912,1,perc.length2
912,1,perc.length2
912,1,perc.length2
912,1,perc.length2
912,0,perc.length2
912,0,perc.length2
912,1,perc.length2
912,1,perc.length2
912,1,perc.length2
912,0,perc.length2
912,0,perc.length2
912,1,perc.length2
912,1,perc.length2
912,1,perc.length2
912,1,perc.length2
912,0,perc.length2
912,0,perc.length2
912,1,perc.length2
912,1,perc.length2
912,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,0,perc.length2
915,1,perc.length2
915,0,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,1,perc.length2
915,0,perc.length2
915,1,perc.length2
916,1,perc.length2
916,1,perc.length2
916,1,perc.length2
916,1,perc.length2
916,1,perc.length2
916,1,perc.length2
916,1,perc.length2
917,1,perc.length2
917,1,perc.length2
917,1,perc.length2
917,1,perc.length2
917,1,perc.length2
917,1,perc.length2
917,1,perc.length2
917,1,perc.length2
917,1,perc.length2
917,1,perc.length2
917,1,perc.length2
918,0,perc.length2
918,1,perc.length2
918,1,perc.length2
918,1,perc.length2
918,0,perc.length2
918,0,perc.length2
918,0,perc.length2
918,1,perc.length2
918,0,perc.length2
918,1,perc.length2
918,1,perc.length2
918,1,perc.length2
918,0,perc.length2
918,1,perc.length2
918,1,perc.length2
918,1,perc.length2
918,1,perc.length2
918,1,perc.length2
918,1,perc.length2
918,0,perc.length2
918,1,perc.length2
918,1,perc.length2
918,1,perc.length2
918,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,0,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,0,perc.length2
919,1,perc.length2
919,1,perc.length2
919,0,perc.length2
919,0,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,0,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
919,1,perc.length2
922,0,perc.length2
922,1,perc.length2
922,1,perc.length2
922,1,perc.length2
922,0,perc.length2
922,1,perc.length2
922,1,perc.length2
922,0,perc.length2
922,0,perc.length2
923,0,perc.length2
923,0,perc.length2
923,0,perc.length2
923,1,perc.length2
923,1,perc.length2
923,1,perc.length2
923,1,perc.length2
923,0,perc.length2
923,1,perc.length2
923,1,perc.length2
924,1,perc.length2
924,0,perc.length2
924,1,perc.length2
924,1,perc.length2
924,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,0,perc.length2
925,0,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,0,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,0,perc.length2
925,0,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,0,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,1,perc.length2
925,0,perc.length2
925,0,perc.length2
925,0,perc.length2
925,0,perc.length2
925,0,perc.length2
925,1,perc.length2
925,1,perc.length2
925,0,perc.length2
926,0,perc.length2
926,1,perc.length2
926,1,perc.length2
926,0,perc.length2
926,1,perc.length2
926,1,perc.length2
926,1,perc.length2
926,1,perc.length2
926,1,perc.length2
926,1,perc.length2
926,1,perc.length2
929,1,perc.length2
929,1,perc.length2
929,1,perc.length2
929,1,perc.length2
929,1,perc.length2
929,1,perc.length2
929,0,perc.length2
929,1,perc.length2
930,1,perc.length2
930,1,perc.length2
930,1,perc.length2
930,0,perc.length2
930,0,perc.length2
930,1,perc.length2
930,1,perc.length2
930,1,perc.length2
930,1,perc.length2
930,1,perc.length2
930,1,perc.length2
931,0,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,0,perc.length2
931,0,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,1,perc.length2
931,0,perc.length2
933,0,perc.length2
933,1,perc.length2
933,1,perc.length2
933,1,perc.length2
936,1,perc.length2
936,1,perc.length2
936,1,perc.length2
936,1,perc.length2
936,1,perc.length2
936,1,perc.length2
936,1,perc.length2
936,1,perc.length2
936,1,perc.length2
936,0,perc.length2
936,1,perc.length2
936,1,perc.length2
936,1,perc.length2
937,0,perc.length2
937,1,perc.length2
937,1,perc.length2
937,0,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,0,perc.length2
937,0,perc.length2
937,1,perc.length2
937,0,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
937,1,perc.length2
938,1,perc.length2
938,0,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,0,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,0,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
938,1,perc.length2
940,1,perc.length2
940,1,perc.length2
940,1,perc.length2
943,1,perc.length2
943,1,perc.length2
943,1,perc.length2
943,1,perc.length2
943,0,perc.length2
943,1,perc.length2
943,1,perc.length2
943,0,perc.length2
943,1,perc.length2
943,1,perc.length2
943,1,perc.length2
943,1,perc.length2
943,0,perc.length2
943,1,perc.length2
943,1,perc.length2
943,1,perc.length2
943,1,perc.length2
943,1,perc.length2
943,1,perc.length2
943,1,perc.length2
943,1,perc.length2
943,1,perc.length2
943,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,0,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,1,perc.length2
945,0,perc.length2
945,0,perc.length2
945,0,perc.length2
945,0,perc.length2
945,0,perc.length2
946,0,perc.length2
946,1,perc.length2
946,1,perc.length2
946,1,perc.length2
946,1,perc.length2
946,1,perc.length2
946,1,perc.length2
946,1,perc.length2
946,1,perc.length2
946,1,perc.length2
946,1,perc.length2
946,1,perc.length2
946,0,perc.length2
947,1,perc.length2
947,1,perc.length2
947,0,perc.length2
947,1,perc.length2
947,1,perc.length2
947,1,perc.length2
947,1,perc.length2
947,1,perc.length2
947,1,perc.length2
947,1,perc.length2
947,1,perc.length2
947,1,perc.length2
947,1,perc.length2
947,0,perc.length2
947,1,perc.length2
947,0,perc.length2
947,1,perc.length2
947,1,perc.length2
947,1,perc.length2
947,1,perc.length2
947,1,perc.length2
947,1,perc.length2
947,0,perc.length2
947,1,perc.length2
947,0,perc.length2
951,1,perc.length2
951,1,perc.length2
951,1,perc.length2
951,1,perc.length2
951,1,perc.length2
951,1,perc.length2
951,1,perc.length2
951,1,perc.length2
951,1,perc.length2
951,1,perc.length2
951,1,perc.length2
951,0,perc.length2
951,0,perc.length2
951,1,perc.length2
951,0,perc.length2
951,1,perc.length2
951,0,perc.length2
951,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,0,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,0,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,0,perc.length2
953,0,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
953,1,perc.length2
954,1,perc.length2
954,1,perc.length2
954,1,perc.length2
954,1,perc.length2
954,1,perc.length2
954,1,perc.length2
954,0,perc.length2
955,1,perc.length2
955,1,perc.length2
955,1,perc.length2
955,1,perc.length2
955,1,perc.length2
955,1,perc.length2
955,1,perc.length2
955,0,perc.length2
955,1,perc.length2
955,1,perc.length2
955,1,perc.length2
955,0,perc.length2
955,1,perc.length2
955,1,perc.length2
955,1,perc.length2
955,1,perc.length2
955,0,perc.length2
958,0,perc.length2
958,1,perc.length2
958,1,perc.length2
958,1,perc.length2
958,1,perc.length2
958,1,perc.length2
958,1,perc.length2
958,0,perc.length2
958,0,perc.length2
959,1,perc.length2
959,1,perc.length2
959,1,perc.length2
959,1,perc.length2
959,1,perc.length2
959,1,perc.length2
959,1,perc.length2
959,1,perc.length2
959,0,perc.length2
959,0,perc.length2
959,1,perc.length2
959,0,perc.length2
959,1,perc.length2
959,1,perc.length2
959,1,perc.length2
959,1,perc.length2
959,1,perc.length2
959,1,perc.length2
959,1,perc.length2
959,1,perc.length2
959,1,perc.length2
959,1,perc.length2
964,1,perc.length2
964,0,perc.length2
964,0,perc.length2
964,1,perc.length2
964,0,perc.length2
964,1,perc.length2
964,1,perc.length2
964,1,perc.length2
964,1,perc.length2
964,1,perc.length2
964,1,perc.length2
964,0,perc.length2
966,0,perc.length2
966,1,perc.length2
966,1,perc.length2
966,1,perc.length2
966,1,perc.length2
966,1,perc.length2
966,1,perc.length2
966,1,perc.length2
966,1,perc.length2
966,1,perc.length2
966,0,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,0,perc.length2
967,0,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,0,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,0,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,0,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,1,perc.length2
967,0,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,0,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,0,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
968,1,perc.length2
971,1,perc.length2
971,1,perc.length2
971,1,perc.length2
971,0,perc.length2
973,1,perc.length2
973,0,perc.length2
973,1,perc.length2
973,0,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,0,perc.length2
973,0,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,0,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,0,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,1,perc.length2
973,0,perc.length2
974,1,perc.length2
974,0,perc.length2
974,1,perc.length2
974,1,perc.length2
974,1,perc.length2
974,0,perc.length2
974,1,perc.length2
974,1,perc.length2
974,1,perc.length2
974,1,perc.length2
974,1,perc.length2
974,1,perc.length2
974,1,perc.length2
974,0,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,0,perc.length2
975,0,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,0,perc.length2
975,0,perc.length2
975,1,perc.length2
975,1,perc.length2
975,0,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,1,perc.length2
975,0,perc.length2
975,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,0,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,0,perc.length2
978,0,perc.length2
978,1,perc.length2
978,0,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,0,perc.length2
978,0,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
978,1,perc.length2
980,1,perc.length2
980,0,perc.length2
980,1,perc.length2
980,1,perc.length2
980,1,perc.length2
980,0,perc.length2
980,0,perc.length2
980,1,perc.length2
980,0,perc.length2
980,1,perc.length2
980,1,perc.length2
980,1,perc.length2
980,1,perc.length2
980,1,perc.length2
980,1,perc.length2
980,1,perc.length2
980,1,perc.length2
980,0,perc.length2
981,1,perc.length2
981,1,perc.length2
981,1,perc.length2
981,1,perc.length2
981,1,perc.length2
981,1,perc.length2
981,0,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,0,perc.length2
982,0,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,0,perc.length2
982,1,perc.length2
982,1,perc.length2
982,0,perc.length2
982,0,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
982,1,perc.length2
985,1,perc.length2
985,1,perc.length2
985,1,perc.length2
985,1,perc.length2
985,0,perc.length2
985,1,perc.length2
985,0,perc.length2
985,1,perc.length2
985,1,perc.length2
985,1,perc.length2
985,1,perc.length2
985,1,perc.length2
985,1,perc.length2
985,0,perc.length2
985,1,perc.length2
985,1,perc.length2
985,1,perc.length2
985,1,perc.length2
985,0,perc.length2
986,0,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,0,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,0,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
986,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,0,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,0,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,0,perc.length2
988,1,perc.length2
988,0,perc.length2
988,0,perc.length2
988,1,perc.length2
988,0,perc.length2
988,0,perc.length2
988,0,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
988,0,perc.length2
988,0,perc.length2
988,1,perc.length2
988,1,perc.length2
988,0,perc.length2
988,0,perc.length2
988,0,perc.length2
988,1,perc.length2
988,1,perc.length2
988,1,perc.length2
